DATE,TIME OF DAY,NUMBER OF CRASHES,PERSONS INJURED,PERSONS KILLED,PEAK LOCATION,MAIN FACTOR,MAIN TYPE OF CAR
2012-09-20,AFTERNOON,150,37,1,forest avenue                   ,unspecified,passenger vehicle
2012-09-20,EVENING,69,18,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-09-20,MORNING,156,33,0,northern boulevard              ,unspecified,passenger vehicle
2012-09-20,SMALL HOURS,28,12,1,186 street                      ,unspecified,passenger vehicle
2012-09-21,AFTERNOON,217,73,0,victory boulevard               ,unspecified,passenger vehicle
2012-09-21,EVENING,81,19,1,west 39 street                  ,unspecified,passenger vehicle
2012-09-21,MORNING,153,49,0,union turnpike                  ,unspecified,passenger vehicle
2012-09-21,SMALL HOURS,40,22,0,north conduit avenue            ,unspecified,passenger vehicle
2012-09-22,AFTERNOON,168,33,0,broadway                        ,unspecified,passenger vehicle
2012-09-22,EVENING,92,42,1,broadway                        ,unspecified,passenger vehicle
2012-09-22,MORNING,106,27,0,northern boulevard              ,unspecified,passenger vehicle
2012-09-22,SMALL HOURS,62,24,0,8 avenue                        ,unspecified,passenger vehicle
2012-09-23,AFTERNOON,145,41,0,northern boulevard              ,unspecified,passenger vehicle
2012-09-23,EVENING,65,31,0,ocean parkway                   ,unspecified,sport utility / station wagon
2012-09-23,MORNING,77,19,0,linden boulevard                ,unspecified,passenger vehicle
2012-09-23,SMALL HOURS,70,21,0,3 avenue                        ,unspecified,passenger vehicle
2012-09-24,AFTERNOON,169,62,0,86 street                       ,unspecified,passenger vehicle
2012-09-24,EVENING,80,13,0,hamilton avenue                 ,unspecified,passenger vehicle
2012-09-24,MORNING,159,35,0,ocean avenue                    ,unspecified,passenger vehicle
2012-09-24,SMALL HOURS,35,11,0,amsterdam avenue                ,unspecified,passenger vehicle
2012-09-25,AFTERNOON,182,54,0,pennsylvania avenue             ,unspecified,passenger vehicle
2012-09-25,EVENING,51,19,1,broadway                        ,unspecified,passenger vehicle
2012-09-25,MORNING,204,60,0,3 avenue                        ,unspecified,passenger vehicle
2012-09-25,SMALL HOURS,31,10,1,manhattan avenue                ,unspecified,passenger vehicle
2012-09-26,AFTERNOON,123,34,0,broadway                        ,unspecified,passenger vehicle
2012-09-26,EVENING,68,22,0,saint marks place               ,unspecified,passenger vehicle
2012-09-26,MORNING,85,19,0,northern boulevard              ,unspecified,passenger vehicle
2012-09-26,SMALL HOURS,28,10,0,broadway                        ,unspecified,passenger vehicle
2012-09-27,AFTERNOON,183,37,0,broadway                        ,unspecified,passenger vehicle
2012-09-27,EVENING,87,29,0,nostrand avenue                 ,unspecified,passenger vehicle
2012-09-27,MORNING,150,31,0,broadway                        ,unspecified,passenger vehicle
2012-09-27,SMALL HOURS,48,19,0,queens boulevard                ,unspecified,passenger vehicle
2012-09-28,AFTERNOON,205,37,0,broadway                        ,unspecified,passenger vehicle
2012-09-28,EVENING,89,20,1,northern boulevard              ,unspecified,passenger vehicle
2012-09-28,MORNING,175,36,1,3 avenue                        ,unspecified,passenger vehicle
2012-09-28,SMALL HOURS,61,35,0,7 avenue                        ,unspecified,passenger vehicle
2012-09-29,AFTERNOON,169,29,0,3 avenue                        ,unspecified,passenger vehicle
2012-09-29,EVENING,95,32,0,broadway                        ,unspecified,passenger vehicle
2012-09-29,MORNING,78,23,0,2 avenue                        ,unspecified,passenger vehicle
2012-09-29,SMALL HOURS,42,14,1,grand avenue                    ,unspecified,passenger vehicle
2012-09-30,AFTERNOON,131,35,0,bedford avenue                  ,unspecified,passenger vehicle
2012-09-30,EVENING,56,17,1,northern boulevard              ,unspecified,passenger vehicle
2012-09-30,MORNING,72,31,0,avenue m                        ,unspecified,passenger vehicle
2012-09-30,SMALL HOURS,75,16,1,west 46 street                  ,unspecified,passenger vehicle
2012-10-01,AFTERNOON,177,45,0,broadway                        ,unspecified,passenger vehicle
2012-10-01,EVENING,65,30,0,broadway                        ,unspecified,passenger vehicle
2012-10-01,MORNING,150,38,0,2 avenue                        ,unspecified,passenger vehicle
2012-10-01,SMALL HOURS,31,10,1,metropolitan avenue             ,unspecified,passenger vehicle
2012-10-02,AFTERNOON,200,68,0,linden boulevard                ,unspecified,passenger vehicle
2012-10-02,EVENING,127,50,0,ocean parkway                   ,unspecified,passenger vehicle
2012-10-02,MORNING,116,28,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-02,SMALL HOURS,19,3,0,northern boulevard              ,unspecified,passenger vehicle
2012-10-03,AFTERNOON,150,30,0,broadway                        ,unspecified,passenger vehicle
2012-10-03,EVENING,75,19,0,5 avenue                        ,unspecified,passenger vehicle
2012-10-03,MORNING,133,32,1,jerome avenue                   ,unspecified,passenger vehicle
2012-10-03,SMALL HOURS,33,13,0,eastern parkway                 ,unspecified,passenger vehicle
2012-10-04,AFTERNOON,182,41,0,flatbush avenue                 ,unspecified,passenger vehicle
2012-10-04,EVENING,81,26,0,franklin avenue                 ,unspecified,passenger vehicle
2012-10-04,MORNING,128,22,0,4 avenue                        ,unspecified,passenger vehicle
2012-10-04,SMALL HOURS,39,7,0,flatbush avenue                 ,unspecified,passenger vehicle
2012-10-05,AFTERNOON,213,42,0,queens boulevard                ,unspecified,passenger vehicle
2012-10-05,EVENING,90,41,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-05,MORNING,191,47,0,3 avenue                        ,unspecified,passenger vehicle
2012-10-05,SMALL HOURS,33,11,0,92 street                       ,unspecified,passenger vehicle
2012-10-06,AFTERNOON,141,44,0,northern boulevard              ,unspecified,passenger vehicle
2012-10-06,EVENING,80,20,0,flatbush avenue                 ,unspecified,passenger vehicle
2012-10-06,MORNING,96,20,0,broadway                        ,unspecified,passenger vehicle
2012-10-06,SMALL HOURS,58,9,0,broadway                        ,unspecified,passenger vehicle
2012-10-07,AFTERNOON,135,58,0,northern boulevard              ,unspecified,passenger vehicle
2012-10-07,EVENING,100,33,0,broadway                        ,unspecified,passenger vehicle
2012-10-07,MORNING,75,30,0,3 avenue                        ,unspecified,passenger vehicle
2012-10-07,SMALL HOURS,71,21,0,broadway                        ,unspecified,passenger vehicle
2012-10-08,AFTERNOON,116,41,0,flatlands avenue                ,unspecified,passenger vehicle
2012-10-08,EVENING,40,11,0,west 42 street                  ,unspecified,passenger vehicle
2012-10-08,MORNING,87,20,0,3 avenue                        ,unspecified,passenger vehicle
2012-10-08,SMALL HOURS,41,25,0,broadway                        ,unspecified,passenger vehicle
2012-10-09,AFTERNOON,160,34,0,3 avenue                        ,unspecified,passenger vehicle
2012-10-09,EVENING,78,33,1,10 avenue                       ,unspecified,passenger vehicle
2012-10-09,MORNING,167,43,0,flatbush avenue                 ,unspecified,passenger vehicle
2012-10-09,SMALL HOURS,31,5,0,bronxdale avenue                ,unspecified,passenger vehicle
2012-10-10,AFTERNOON,204,60,0,ocean parkway                   ,unspecified,passenger vehicle
2012-10-10,EVENING,68,16,0,broadway                        ,unspecified,passenger vehicle
2012-10-10,MORNING,179,46,0,northern boulevard              ,unspecified,passenger vehicle
2012-10-10,SMALL HOURS,38,16,0,jamaica avenue                  ,unspecified,passenger vehicle
2012-10-11,AFTERNOON,209,56,0,linden boulevard                ,unspecified,passenger vehicle
2012-10-11,EVENING,78,28,0,woodhaven boulevard             ,unspecified,passenger vehicle
2012-10-11,MORNING,173,26,0,14 avenue                       ,unspecified,passenger vehicle
2012-10-11,SMALL HOURS,33,6,0,brooklyn avenue                 ,unspecified,passenger vehicle
2012-10-12,AFTERNOON,190,45,0,broadway                        ,unspecified,passenger vehicle
2012-10-12,EVENING,81,27,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-12,MORNING,151,42,0,amsterdam avenue                ,unspecified,passenger vehicle
2012-10-12,SMALL HOURS,35,6,0,carlton avenue                  ,unspecified,passenger vehicle
2012-10-13,AFTERNOON,166,54,0,2 avenue                        ,unspecified,passenger vehicle
2012-10-13,EVENING,91,23,1,broadway                        ,unspecified,passenger vehicle
2012-10-13,MORNING,101,23,0,broadway                        ,unspecified,passenger vehicle
2012-10-13,SMALL HOURS,60,12,0,2 avenue                        ,unspecified,passenger vehicle
2012-10-14,AFTERNOON,164,58,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-14,EVENING,80,27,0,west 42 street                  ,unspecified,passenger vehicle
2012-10-14,MORNING,81,26,0,112 street                      ,unspecified,passenger vehicle
2012-10-14,SMALL HOURS,66,18,0,west 47 street                  ,unspecified,passenger vehicle
2012-10-15,AFTERNOON,178,43,1,pennsylvania avenue             ,unspecified,passenger vehicle
2012-10-15,EVENING,87,29,0,bedford avenue                  ,unspecified,passenger vehicle
2012-10-15,MORNING,168,35,1,springfield boulevard           ,unspecified,passenger vehicle
2012-10-15,SMALL HOURS,26,9,0,south conduit avenue            ,unspecified,passenger vehicle
2012-10-16,AFTERNOON,189,54,0,hylan boulevard                 ,unspecified,passenger vehicle
2012-10-16,EVENING,77,25,0,east gun hill road              ,unspecified,passenger vehicle
2012-10-16,MORNING,166,46,0,2 avenue                        ,unspecified,passenger vehicle
2012-10-16,SMALL HOURS,20,5,0,livingston street               ,unspecified,sport utility / station wagon
2012-10-17,AFTERNOON,159,30,0,west 126 street                 ,unspecified,passenger vehicle
2012-10-17,EVENING,92,34,0,flatbush avenue                 ,unspecified,passenger vehicle
2012-10-17,MORNING,169,41,0,northern boulevard              ,unspecified,passenger vehicle
2012-10-17,SMALL HOURS,31,15,0,east 59 street                  ,unspecified,passenger vehicle
2012-10-18,AFTERNOON,193,45,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-18,EVENING,80,8,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-18,MORNING,157,49,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-18,SMALL HOURS,23,6,0,saratoga avenue                 ,unspecified,passenger vehicle
2012-10-19,AFTERNOON,211,41,0,broadway                        ,unspecified,passenger vehicle
2012-10-19,EVENING,111,48,0,east 28 street                  ,unspecified,passenger vehicle
2012-10-19,MORNING,196,41,0,2 avenue                        ,unspecified,passenger vehicle
2012-10-19,SMALL HOURS,50,15,1,west side highway               ,unspecified,passenger vehicle
2012-10-20,AFTERNOON,194,65,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-20,EVENING,97,26,0,ocean avenue                    ,unspecified,passenger vehicle
2012-10-20,MORNING,102,26,0,jerome avenue                   ,unspecified,passenger vehicle
2012-10-20,SMALL HOURS,75,21,1,3 avenue                        ,unspecified,passenger vehicle
2012-10-21,AFTERNOON,125,39,0,broadway                        ,unspecified,passenger vehicle
2012-10-21,EVENING,42,11,0,flatbush avenue                 ,unspecified,passenger vehicle
2012-10-21,MORNING,82,33,0,broadway                        ,unspecified,passenger vehicle
2012-10-21,SMALL HOURS,50,9,0,west 46 street                  ,unspecified,passenger vehicle
2012-10-22,AFTERNOON,189,41,0,3 avenue                        ,unspecified,passenger vehicle
2012-10-22,EVENING,75,30,0,northern boulevard              ,unspecified,passenger vehicle
2012-10-22,MORNING,168,32,0,broadway                        ,unspecified,passenger vehicle
2012-10-22,SMALL HOURS,32,12,2,union avenue                    ,unspecified,passenger vehicle
2012-10-23,AFTERNOON,158,30,0,northern boulevard              ,unspecified,passenger vehicle
2012-10-23,EVENING,66,22,1,roosevelt avenue                ,unspecified,passenger vehicle
2012-10-23,MORNING,146,38,0,northern boulevard              ,unspecified,passenger vehicle
2012-10-23,SMALL HOURS,23,5,0,byron avenue                    ,unspecified,passenger vehicle
2012-10-24,AFTERNOON,136,36,0,grand concourse                 ,unspecified,passenger vehicle
2012-10-24,EVENING,81,22,0,broadway                        ,unspecified,passenger vehicle
2012-10-24,MORNING,135,29,0,linden boulevard                ,unspecified,passenger vehicle
2012-10-24,SMALL HOURS,26,8,0,8 avenue                        ,unspecified,passenger vehicle
2012-10-25,AFTERNOON,146,40,0,bushwick avenue                 ,unspecified,passenger vehicle
2012-10-25,EVENING,78,27,1,ditmas avenue                   ,unspecified,passenger vehicle
2012-10-25,MORNING,140,46,0,1 avenue                        ,unspecified,passenger vehicle
2012-10-25,SMALL HOURS,34,11,0,utica avenue                    ,unspecified,passenger vehicle
2012-10-26,AFTERNOON,179,76,1,broadway                        ,unspecified,passenger vehicle
2012-10-26,EVENING,93,30,0,3 avenue                        ,unspecified,passenger vehicle
2012-10-26,MORNING,141,28,0,flatbush avenue                 ,unspecified,passenger vehicle
2012-10-26,SMALL HOURS,36,11,1,bowery                          ,unspecified,passenger vehicle
2012-10-27,AFTERNOON,140,40,1,west 42 street                  ,unspecified,passenger vehicle
2012-10-27,EVENING,93,33,0,east 59 street                  ,unspecified,passenger vehicle
2012-10-27,MORNING,91,19,0,east 57 street                  ,unspecified,passenger vehicle
2012-10-27,SMALL HOURS,72,22,0,2 avenue                        ,unspecified,passenger vehicle
2012-10-28,AFTERNOON,111,40,0,5 avenue                        ,unspecified,passenger vehicle
2012-10-28,EVENING,44,9,0,west fordham road               ,unspecified,passenger vehicle
2012-10-28,MORNING,80,27,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-28,SMALL HOURS,66,19,0,3 avenue                        ,unspecified,passenger vehicle
2012-10-29,AFTERNOON,77,24,0,east 123 street                 ,unspecified,passenger vehicle
2012-10-29,EVENING,62,11,0,west 95 street                  ,unspecified,passenger vehicle
2012-10-29,MORNING,75,12,0,atlantic avenue                 ,unspecified,passenger vehicle
2012-10-29,SMALL HOURS,15,4,0,hamilton avenue                 ,unspecified,passenger vehicle
2012-10-30,AFTERNOON,126,28,0,west 79 street                  ,unspecified,passenger vehicle
2012-10-30,EVENING,68,16,0,broadway                        ,unspecified,passenger vehicle
2012-10-30,MORNING,91,10,0,broadway                        ,unspecified,passenger vehicle
2012-10-30,SMALL HOURS,18,5,0,carlton avenue                  ,unspecified,passenger vehicle
2012-10-31,AFTERNOON,167,38,1,broadway                        ,unspecified,passenger vehicle
